Country,Region,Sex,Year,Age_Group,Population
IT,Valle d'Aosta/Vallée d'Aoste,Male,2023-01-01,35_44,6
IT,Veneto,Female,2021-01-01,35_44,298
IT,Veneto,Male,2021-01-01,35_44,302
IT,Veneto,Female,2022-01-01,35_44,288
IT,Veneto,Male,2022-01-01,35_44,290
IT,Veneto,Female,2023-01-01,35_44,280
IT,Veneto,Male,2023-01-01,35_44,283
ES,Andalucía,Male,2023-01-01,35_44,597
ES,Andalucía,Male,2022-01-01,35_44,610
ES,Andalucía,Male,2021-01-01,35_44,627
ES,Aragón,Male,2023-01-01,35_44,85
ES,Aragón,Male,2022-01-01,35_44,87
ES,Aragón,Male,2021-01-01,35_44,92
ES,Principado de Asturias,Male,2023-01-01,35_44,63
ES,Principado de Asturias,Male,2022-01-01,35_44,65
ES,Principado de Asturias,Male,2021-01-01,35_44,69
ES,Illes Balears,Male,2023-01-01,35_44,100
ES,Illes Balears,Male,2022-01-01,35_44,100
ES,Illes Balears,Male,2021-01-01,35_44,103
ES,Canarias,Male,2023-01-01,35_44,167
ES,Canarias,Male,2022-01-01,35_44,169
ES,Canarias,Male,2021-01-01,35_44,173
ES,Cantabria,Male,2023-01-01,35_44,39
ES,Cantabria,Male,2022-01-01,35_44,40
ES,Cantabria,Male,2021-01-01,35_44,42
ES,Castilla y León,Male,2023-01-01,35_44,146
ES,Castilla y León,Male,2022-01-01,35_44,150
ES,Castilla y León,Male,2021-01-01,35_44,156
ES,Castilla-La Mancha,Male,2023-01-01,35_44,147
ES,Castilla-La Mancha,Male,2022-01-01,35_44,150
ES,Castilla-La Mancha,Male,2021-01-01,35_44,154
ES,Cataluña/Catalunya,Male,2023-01-01,35_44,517
ES,Cataluña/Catalunya,Male,2022-01-01,35_44,526
ES,Cataluña/Catalunya,Male,2021-01-01,35_44,550
ES,Comunitat Valenciana,Male,2023-01-01,35_44,350
ES,Comunitat Valenciana,Male,2022-01-01,35_44,356
ES,Comunitat Valenciana,Male,2021-01-01,35_44,368
ES,Extremadura,Male,2023-01-01,35_44,69
ES,Extremadura,Male,2022-01-01,35_44,70
ES,Extremadura,Male,2021-01-01,35_44,72
ES,Galicia,Male,2023-01-01,35_44,176
ES,Galicia,Male,2022-01-01,35_44,183
ES,Galicia,Male,2021-01-01,35_44,191
ES,Comunidad de Madrid,Male,2023-01-01,35_44,476
ES,Comunidad de Madrid,Male,2022-01-01,35_44,483
ES,Comunidad de Madrid,Male,2021-01-01,35_44,500
ES,Región de Murcia,Male,2023-01-01,35_44,110
ES,Región de Murcia,Male,2022-01-01,35_44,113
ES,Región de Murcia,Male,2021-01-01,35_44,116
ES,Comunidad Foral de Navarra,Male,2023-01-01,35_44,42
ES,Comunidad Foral de Navarra,Male,2022-01-01,35_44,43
ES,Comunidad Foral de Navarra,Male,2021-01-01,35_44,45
ES,País Vasco/Euskadi,Male,2023-01-01,35_44,131
ES,País Vasco/Euskadi,Male,2022-01-01,35_44,137
ES,País Vasco/Euskadi,Male,2021-01-01,35_44,144
ES,La Rioja,Male,2023-01-01,35_44,20
ES,La Rioja,Male,2022-01-01,35_44,21
ES,La Rioja,Male,2021-01-01,35_44,22
ES,Ciudad Autónoma de Ceuta,Male,2023-01-01,35_44,6
ES,Ciudad Autónoma de Ceuta,Male,2022-01-01,35_44,5
ES,Ciudad Autónoma de Ceuta,Male,2021-01-01,35_44,4
ES,Ciudad Autónoma de Melilla,Male,2023-01-01,35_44,4
ES,Ciudad Autónoma de Melilla,Male,2022-01-01,35_44,5
ES,Ciudad Autónoma de Melilla,Male,2021-01-01,35_44,6
ES,Andalucía,Female,2023-01-01,35_44,609
ES,Andalucía,Female,2022-01-01,35_44,618
ES,Andalucía,Female,2021-01-01,35_44,631
ES,Aragón,Female,2023-01-01,35_44,86
ES,Aragón,Female,2022-01-01,35_44,87
ES,Aragón,Female,2021-01-01,35_44,91
ES,Principado de Asturias,Female,2023-01-01,35_44,64
ES,Principado de Asturias,Female,2022-01-01,35_44,66
ES,Principado de Asturias,Female,2021-01-01,35_44,69
ES,Illes Balears,Female,2023-01-01,35_44,99
ES,Illes Balears,Female,2022-01-01,35_44,99
ES,Illes Balears,Female,2021-01-01,35_44,100
ES,Canarias,Female,2023-01-01,35_44,172
ES,Canarias,Female,2022-01-01,35_44,173
ES,Canarias,Female,2021-01-01,35_44,175
ES,Cantabria,Female,2023-01-01,35_44,39
ES,Cantabria,Female,2022-01-01,35_44,40
ES,Cantabria,Female,2021-01-01,35_44,42
ES,Castilla y León,Female,2023-01-01,35_44,143
ES,Castilla y León,Female,2022-01-01,35_44,147
ES,Castilla y León,Female,2021-01-01,35_44,152
ES,Castilla-La Mancha,Female,2023-01-01,35_44,140
ES,Castilla-La Mancha,Female,2022-01-01,35_44,142
ES,Castilla-La Mancha,Female,2021-01-01,35_44,145
ES,Cataluña/Catalunya,Female,2023-01-01,35_44,540
ES,Cataluña/Catalunya,Female,2022-01-01,35_44,548
ES,Cataluña/Catalunya,Female,2021-01-01,35_44,567
ES,Comunitat Valenciana,Female,2023-01-01,35_44,359
ES,Comunitat Valenciana,Female,2022-01-01,35_44,361
ES,Comunitat Valenciana,Female,2021-01-01,35_44,369
ES,Extremadura,Female,2023-01-01,35_44,67
ES,Extremadura,Female,2022-01-01,35_44,68
ES,Extremadura,Female,2021-01-01,35_44,70
ES,Galicia,Female,2023-01-01,35_44,178
ES,Galicia,Female,2022-01-01,35_44,184
ES,Galicia,Female,2021-01-01,35_44,192
ES,Comunidad de Madrid,Female,2023-01-01,35_44,504
ES,Comunidad de Madrid,Female,2022-01-01,35_44,511
ES,Comunidad de Madrid,Female,2021-01-01,35_44,525
ES,Región de Murcia,Female,2023-01-01,35_44,109
ES,Región de Murcia,Female,2022-01-01,35_44,111
ES,Región de Murcia,Female,2021-01-01,35_44,113
ES,Comunidad Foral de Navarra,Female,2023-01-01,35_44,43
ES,Comunidad Foral de Navarra,Female,2022-01-01,35_44,44
ES,Comunidad Foral de Navarra,Female,2021-01-01,35_44,45
ES,País Vasco/Euskadi,Female,2023-01-01,35_44,136
ES,País Vasco/Euskadi,Female,2022-01-01,35_44,140
ES,País Vasco/Euskadi,Female,2021-01-01,35_44,146
ES,La Rioja,Female,2023-01-01,35_44,21
ES,La Rioja,Female,2022-01-01,35_44,21
ES,La Rioja,Female,2021-01-01,35_44,22
ES,Ciudad Autónoma de Ceuta,Female,2023-01-01,35_44,6
ES,Ciudad Autónoma de Ceuta,Female,2022-01-01,35_44,5
ES,Ciudad Autónoma de Ceuta,Female,2021-01-01,35_44,5
ES,Ciudad Autónoma de Melilla,Female,2023-01-01,35_44,5
ES,Ciudad Autónoma de Melilla,Female,2022-01-01,35_44,5
ES,Ciudad Autónoma de Melilla,Female,2021-01-01,35_44,6
IT,Abruzzo,Female,2021-01-01,45_54,102
IT,Abruzzo,Male,2021-01-01,45_54,99
IT,Abruzzo,Female,2022-01-01,45_54,101
IT,Abruzzo,Male,2022-01-01,45_54,98
IT,Abruzzo,Female,2023-01-01,45_54,99
IT,Abruzzo,Male,2023-01-01,45_54,97
IT,Basilicata,Female,2021-01-01,45_54,42
IT,Basilicata,Male,2021-01-01,45_54,41
IT,Basilicata,Female,2022-01-01,45_54,41
IT,Basilicata,Male,2022-01-01,45_54,41
IT,Basilicata,Female,2023-01-01,45_54,40
IT,Basilicata,Male,2023-01-01,45_54,40
IT,Calabria,Female,2021-01-01,45_54,141
IT,Calabria,Male,2021-01-01,45_54,132
IT,Calabria,Female,2022-01-01,45_54,140
IT,Calabria,Male,2022-01-01,45_54,133
IT,Calabria,Female,2023-01-01,45_54,139
IT,Calabria,Male,2023-01-01,45_54,131
IT,Campania,Female,2021-01-01,45_54,441
IT,Campania,Male,2021-01-01,45_54,418
IT,Campania,Female,2022-01-01,45_54,439
IT,Campania,Male,2022-01-01,45_54,420
IT,Campania,Female,2023-01-01,45_54,434
IT,Campania,Male,2023-01-01,45_54,415
IT,Emilia-Romagna,Female,2021-01-01,45_54,367
IT,Emilia-Romagna,Male,2021-01-01,45_54,366
IT,Emilia-Romagna,Female,2022-01-01,45_54,364
IT,Emilia-Romagna,Male,2022-01-01,45_54,363
IT,Emilia-Romagna,Female,2023-01-01,45_54,361
IT,Emilia-Romagna,Male,2023-01-01,45_54,359
IT,Friuli-Venezia Giulia,Female,2021-01-01,45_54,98
IT,Friuli-Venezia Giulia,Male,2021-01-01,45_54,98
IT,Friuli-Venezia Giulia,Female,2022-01-01,45_54,96
IT,Friuli-Venezia Giulia,Male,2022-01-01,45_54,96
IT,Friuli-Venezia Giulia,Female,2023-01-01,45_54,94
IT,Friuli-Venezia Giulia,Male,2023-01-01,45_54,94
IT,Lazio,Female,2021-01-01,45_54,493
IT,Lazio,Male,2021-01-01,45_54,463
IT,Lazio,Female,2022-01-01,45_54,488
IT,Lazio,Male,2022-01-01,45_54,462
IT,Lazio,Female,2023-01-01,45_54,482
IT,Lazio,Male,2023-01-01,45_54,457
IT,Liguria,Female,2021-01-01,45_54,123
IT,Liguria,Male,2021-01-01,45_54,119
IT,Liguria,Female,2022-01-01,45_54,120
IT,Liguria,Male,2022-01-01,45_54,117
IT,Liguria,Female,2023-01-01,45_54,117
IT,Liguria,Male,2023-01-01,45_54,114
IT,Lombardia,Female,2021-01-01,45_54,815
IT,Lombardia,Male,2021-01-01,45_54,833
IT,Lombardia,Female,2022-01-01,45_54,803
IT,Lombardia,Male,2022-01-01,45_54,821
IT,Lombardia,Female,2023-01-01,45_54,794
IT,Lombardia,Male,2023-01-01,45_54,811
IT,Marche,Female,2021-01-01,45_54,119
IT,Marche,Male,2021-01-01,45_54,117
IT,Marche,Female,2022-01-01,45_54,118
IT,Marche,Male,2022-01-01,45_54,115
IT,Marche,Female,2023-01-01,45_54,117
IT,Marche,Male,2023-01-01,45_54,114
IT,Molise,Female,2021-01-01,45_54,22
IT,Molise,Male,2021-01-01,45_54,22
IT,Molise,Female,2022-01-01,45_54,22
IT,Molise,Male,2022-01-01,45_54,22
IT,Molise,Female,2023-01-01,45_54,21
IT,Molise,Male,2023-01-01,45_54,21
IT,Piemonte,Female,2021-01-01,45_54,347
IT,Piemonte,Male,2021-01-01,45_54,342
IT,Piemonte,Female,2022-01-01,45_54,342
IT,Piemonte,Male,2022-01-01,45_54,338
IT,Piemonte,Female,2023-01-01,45_54,336
IT,Piemonte,Male,2023-01-01,45_54,331
IT,Puglia,Female,2021-01-01,45_54,310
IT,Puglia,Male,2021-01-01,45_54,297
IT,Puglia,Female,2022-01-01,45_54,308
IT,Puglia,Male,2022-01-01,45_54,297
IT,Puglia,Female,2023-01-01,45_54,306
IT,Puglia,Male,2023-01-01,45_54,295
IT,Sardegna,Female,2021-01-01,45_54,132
IT,Sardegna,Male,2021-01-01,45_54,132
IT,Sardegna,Female,2022-01-01,45_54,131
IT,Sardegna,Male,2022-01-01,45_54,132
IT,Sardegna,Female,2023-01-01,45_54,129
IT,Sardegna,Male,2023-01-01,45_54,130
IT,Sicilia,Female,2021-01-01,45_54,373
IT,Sicilia,Male,2021-01-01,45_54,355
IT,Sicilia,Female,2022-01-01,45_54,372
IT,Sicilia,Male,2022-01-01,45_54,357
IT,Sicilia,Female,2023-01-01,45_54,367
IT,Sicilia,Male,2023-01-01,45_54,352
IT,Toscana,Female,2021-01-01,45_54,305
IT,Toscana,Male,2021-01-01,45_54,296
IT,Toscana,Female,2022-01-01,45_54,301
IT,Toscana,Male,2022-01-01,45_54,292
IT,Toscana,Female,2023-01-01,45_54,298
IT,Toscana,Male,2023-01-01,45_54,289
IT,Trentino-Alto Adige/Südtirol,Female,2021-01-01,45_54,84
IT,Trentino-Alto Adige/Südtirol,Male,2021-01-01,45_54,84
IT,Trentino-Alto Adige/Südtirol,Female,2022-01-01,45_54,82
IT,Trentino-Alto Adige/Südtirol,Male,2022-01-01,45_54,82
IT,Trentino-Alto Adige/Südtirol,Female,2023-01-01,45_54,81
IT,Trentino-Alto Adige/Südtirol,Male,2023-01-01,45_54,80
IT,Umbria,Female,2021-01-01,45_54,69
IT,Umbria,Male,2021-01-01,45_54,65
IT,Umbria,Female,2022-01-01,45_54,68
IT,Umbria,Male,2022-01-01,45_54,65
IT,Umbria,Female,2023-01-01,45_54,68
IT,Umbria,Male,2023-01-01,45_54,64
IT,Valle d'Aosta/Vallée d'Aoste,Female,2021-01-01,45_54,10
IT,Valle d'Aosta/Vallée d'Aoste,Male,2021-01-01,45_54,10
IT,Valle d'Aosta/Vallée d'Aoste,Female,2022-01-01,45_54,10
IT,Valle d'Aosta/Vallée d'Aoste,Male,2022-01-01,45_54,9
IT,Valle d'Aosta/Vallée d'Aoste,Female,2023-01-01,45_54,10
IT,Valle d'Aosta/Vallée d'Aoste,Male,2023-01-01,45_54,9
IT,Veneto,Female,2021-01-01,45_54,401
IT,Veneto,Male,2021-01-01,45_54,407
IT,Veneto,Female,2022-01-01,45_54,394
IT,Veneto,Male,2022-01-01,45_54,399
IT,Veneto,Female,2023-01-01,45_54,388
IT,Veneto,Male,2023-01-01,45_54,392
ES,Andalucía,Male,2023-01-01,45_54,687
ES,Andalucía,Male,2022-01-01,45_54,681
ES,Andalucía,Male,2021-01-01,45_54,677
ES,Aragón,Male,2023-01-01,45_54,106
ES,Aragón,Male,2022-01-01,45_54,105
ES,Aragón,Male,2021-01-01,45_54,105
ES,Principado de Asturias,Male,2023-01-01,45_54,83
ES,Principado de Asturias,Male,2022-01-01,45_54,82
ES,Principado de Asturias,Male,2021-01-01,45_54,82
ES,Illes Balears,Male,2023-01-01,45_54,108
ES,Illes Balears,Male,2022-01-01,45_54,106
ES,Illes Balears,Male,2021-01-01,45_54,104
ES,Canarias,Male,2023-01-01,45_54,202
ES,Canarias,Male,2022-01-01,45_54,201
ES,Canarias,Male,2021-01-01,45_54,200
ES,Cantabria,Male,2023-01-01,45_54,48
ES,Cantabria,Male,2022-01-01,45_54,48
ES,Cantabria,Male,2021-01-01,45_54,47
ES,Castilla y León,Male,2023-01-01,45_54,186
ES,Castilla y León,Male,2022-01-01,45_54,186
ES,Castilla y León,Male,2021-01-01,45_54,187
ES,Castilla-La Mancha,Male,2023-01-01,45_54,169
ES,Castilla-La Mancha,Male,2022-01-01,45_54,167
ES,Castilla-La Mancha,Male,2021-01-01,45_54,166
ES,Cataluña/Catalunya,Male,2023-01-01,45_54,624
ES,Cataluña/Catalunya,Male,2022-01-01,45_54,616
ES,Cataluña/Catalunya,Male,2021-01-01,45_54,612
ES,Comunitat Valenciana,Male,2023-01-01,45_54,426
ES,Comunitat Valenciana,Male,2022-01-01,45_54,418
ES,Comunitat Valenciana,Male,2021-01-01,45_54,413
ES,Extremadura,Male,2023-01-01,45_54,80
ES,Extremadura,Male,2022-01-01,45_54,81
ES,Extremadura,Male,2021-01-01,45_54,81
ES,Galicia,Male,2023-01-01,45_54,220
ES,Galicia,Male,2022-01-01,45_54,217
ES,Galicia,Male,2021-01-01,45_54,214
ES,Comunidad de Madrid,Male,2023-01-01,45_54,555
ES,Comunidad de Madrid,Male,2022-01-01,45_54,547
ES,Comunidad de Madrid,Male,2021-01-01,45_54,540
ES,Región de Murcia,Male,2023-01-01,45_54,126
ES,Región de Murcia,Male,2022-01-01,45_54,124
ES,Región de Murcia,Male,2021-01-01,45_54,123
ES,Comunidad Foral de Navarra,Male,2023-01-01,45_54,53
ES,Comunidad Foral de Navarra,Male,2022-01-01,45_54,53
ES,Comunidad Foral de Navarra,Male,2021-01-01,45_54,53
ES,País Vasco/Euskadi,Male,2023-01-01,45_54,175
ES,País Vasco/Euskadi,Male,2022-01-01,45_54,174
ES,País Vasco/Euskadi,Male,2021-01-01,45_54,174
ES,La Rioja,Male,2023-01-01,45_54,26
ES,La Rioja,Male,2022-01-01,45_54,25
ES,La Rioja,Male,2021-01-01,45_54,25
ES,Ciudad Autónoma de Ceuta,Male,2023-01-01,45_54,6
ES,Ciudad Autónoma de Ceuta,Male,2022-01-01,45_54,6
ES,Ciudad Autónoma de Ceuta,Male,2021-01-01,45_54,5
ES,Ciudad Autónoma de Melilla,Male,2023-01-01,45_54,4
ES,Ciudad Autónoma de Melilla,Male,2022-01-01,45_54,5
ES,Ciudad Autónoma de Melilla,Male,2021-01-01,45_54,5
ES,Andalucía,Female,2023-01-01,45_54,691
ES,Andalucía,Female,2022-01-01,45_54,684
ES,Andalucía,Female,2021-01-01,45_54,678
ES,Aragón,Female,2023-01-01,45_54,104
ES,Aragón,Female,2022-01-01,45_54,102
ES,Aragón,Female,2021-01-01,45_54,102
ES,Principado de Asturias,Female,2023-01-01,45_54,85
ES,Principado de Asturias,Female,2022-01-01,45_54,84
ES,Principado de Asturias,Female,2021-01-01,45_54,83
ES,Illes Balears,Female,2023-01-01,45_54,102
ES,Illes Balears,Female,2022-01-01,45_54,99
ES,Illes Balears,Female,2021-01-01,45_54,97
ES,Canarias,Female,2023-01-01,45_54,199
ES,Canarias,Female,2022-01-01,45_54,196
ES,Canarias,Female,2021-01-01,45_54,195
ES,Cantabria,Female,2023-01-01,45_54,49
ES,Cantabria,Female,2022-01-01,45_54,48
ES,Cantabria,Female,2021-01-01,45_54,47
ES,Castilla y León,Female,2023-01-01,45_54,183
ES,Castilla y León,Female,2022-01-01,45_54,183
ES,Castilla y León,Female,2021-01-01,45_54,183
ES,Castilla-La Mancha,Female,2023-01-01,45_54,161
ES,Castilla-La Mancha,Female,2022-01-01,45_54,160
ES,Castilla-La Mancha,Female,2021-01-01,45_54,158
ES,Cataluña/Catalunya,Female,2023-01-01,45_54,629
ES,Cataluña/Catalunya,Female,2022-01-01,45_54,616
ES,Cataluña/Catalunya,Female,2021-01-01,45_54,608
ES,Comunitat Valenciana,Female,2023-01-01,45_54,423
ES,Comunitat Valenciana,Female,2022-01-01,45_54,413
ES,Comunitat Valenciana,Female,2021-01-01,45_54,406
ES,Extremadura,Female,2023-01-01,45_54,79
ES,Extremadura,Female,2022-01-01,45_54,80
ES,Extremadura,Female,2021-01-01,45_54,80
ES,Galicia,Female,2023-01-01,45_54,225
ES,Galicia,Female,2022-01-01,45_54,222
ES,Galicia,Female,2021-01-01,45_54,220
ES,Comunidad de Madrid,Female,2023-01-01,45_54,586
ES,Comunidad de Madrid,Female,2022-01-01,45_54,576
ES,Comunidad de Madrid,Female,2021-01-01,45_54,566
ES,Región de Murcia,Female,2023-01-01,45_54,121
ES,Región de Murcia,Female,2022-01-01,45_54,119
ES,Región de Murcia,Female,2021-01-01,45_54,117
ES,Comunidad Foral de Navarra,Female,2023-01-01,45_54,52
ES,Comunidad Foral de Navarra,Female,2022-01-01,45_54,52
ES,Comunidad Foral de Navarra,Female,2021-01-01,45_54,51
ES,País Vasco/Euskadi,Female,2023-01-01,45_54,176
ES,País Vasco/Euskadi,Female,2022-01-01,45_54,175
ES,País Vasco/Euskadi,Female,2021-01-01,45_54,174
ES,La Rioja,Female,2023-01-01,45_54,25
ES,La Rioja,Female,2022-01-01,45_54,25
ES,La Rioja,Female,2021-01-01,45_54,24
ES,Ciudad Autónoma de Ceuta,Female,2023-01-01,45_54,6
ES,Ciudad Autónoma de Ceuta,Female,2022-01-01,45_54,5
ES,Ciudad Autónoma de Ceuta,Female,2021-01-01,45_54,5
ES,Ciudad Autónoma de Melilla,Female,2023-01-01,45_54,5
ES,Ciudad Autónoma de Melilla,Female,2022-01-01,45_54,5
ES,Ciudad Autónoma de Melilla,Female,2021-01-01,45_54,5
IT,Abruzzo,Female,2021-01-01,55_64,97
IT,Abruzzo,Male,2021-01-01,55_64,91
IT,Abruzzo,Female,2022-01-01,55_64,99
IT,Abruzzo,Male,2022-01-01,55_64,94
IT,Abruzzo,Female,2023-01-01,55_64,101
IT,Abruzzo,Male,2023-01-01,55_64,95
IT,Basilicata,Female,2021-01-01,55_64,42
IT,Basilicata,Male,2021-01-01,55_64,40
IT,Basilicata,Female,2022-01-01,55_64,43
IT,Basilicata,Male,2022-01-01,55_64,40
IT,Basilicata,Female,2023-01-01,55_64,43
IT,Basilicata,Male,2023-01-01,55_64,41
IT,Calabria,Female,2021-01-01,55_64,139
IT,Calabria,Male,2021-01-01,55_64,129
IT,Calabria,Female,2022-01-01,55_64,141
IT,Calabria,Male,2022-01-01,55_64,132
IT,Calabria,Female,2023-01-01,55_64,143
IT,Calabria,Male,2023-01-01,55_64,133
IT,Campania,Female,2021-01-01,55_64,407
IT,Campania,Male,2021-01-01,55_64,375
IT,Campania,Female,2022-01-01,55_64,418
IT,Campania,Male,2022-01-01,55_64,390
IT,Campania,Female,2023-01-01,55_64,427
IT,Campania,Male,2023-01-01,55_64,397
IT,Emilia-Romagna,Female,2021-01-01,55_64,326
IT,Emilia-Romagna,Male,2021-01-01,55_64,309
IT,Emilia-Romagna,Female,2022-01-01,55_64,333
IT,Emilia-Romagna,Male,2022-01-01,55_64,318
IT,Emilia-Romagna,Female,2023-01-01,55_64,340
IT,Emilia-Romagna,Male,2023-01-01,55_64,325
IT,Friuli-Venezia Giulia,Female,2021-01-01,55_64,91
IT,Friuli-Venezia Giulia,Male,2021-01-01,55_64,88
IT,Friuli-Venezia Giulia,Female,2022-01-01,55_64,93
IT,Friuli-Venezia Giulia,Male,2022-01-01,55_64,90
IT,Friuli-Venezia Giulia,Female,2023-01-01,55_64,95
IT,Friuli-Venezia Giulia,Male,2023-01-01,55_64,92
IT,Lazio,Female,2021-01-01,55_64,436
IT,Lazio,Male,2021-01-01,55_64,399
IT,Lazio,Female,2022-01-01,55_64,446
IT,Lazio,Male,2022-01-01,55_64,413
IT,Lazio,Female,2023-01-01,55_64,458
IT,Lazio,Male,2023-01-01,55_64,423
IT,Liguria,Female,2021-01-01,55_64,121
IT,Liguria,Male,2021-01-01,55_64,114
IT,Liguria,Female,2022-01-01,55_64,123
IT,Liguria,Male,2022-01-01,55_64,117
IT,Liguria,Female,2023-01-01,55_64,126
IT,Liguria,Male,2023-01-01,55_64,119
IT,Lombardia,Female,2021-01-01,55_64,717
IT,Lombardia,Male,2021-01-01,55_64,695
IT,Lombardia,Female,2022-01-01,55_64,735
IT,Lombardia,Male,2022-01-01,55_64,718
IT,Lombardia,Female,2023-01-01,55_64,754
IT,Lombardia,Male,2023-01-01,55_64,739
IT,Marche,Female,2021-01-01,55_64,112
IT,Marche,Male,2021-01-01,55_64,106
IT,Marche,Female,2022-01-01,55_64,113
IT,Marche,Male,2022-01-01,55_64,108
IT,Marche,Female,2023-01-01,55_64,115
IT,Marche,Male,2023-01-01,55_64,110
IT,Molise,Female,2021-01-01,55_64,22
IT,Molise,Male,2021-01-01,55_64,22
IT,Molise,Female,2022-01-01,55_64,23
IT,Molise,Male,2022-01-01,55_64,22
IT,Molise,Female,2023-01-01,55_64,23
IT,Molise,Male,2023-01-01,55_64,22
IT,Piemonte,Female,2021-01-01,55_64,322
IT,Piemonte,Male,2021-01-01,55_64,308
IT,Piemonte,Female,2022-01-01,55_64,329
IT,Piemonte,Male,2022-01-01,55_64,315
IT,Piemonte,Female,2023-01-01,55_64,335
IT,Piemonte,Male,2023-01-01,55_64,321
IT,Puglia,Female,2021-01-01,55_64,291
IT,Puglia,Male,2021-01-01,55_64,268
IT,Puglia,Female,2022-01-01,55_64,298
IT,Puglia,Male,2022-01-01,55_64,276
IT,Puglia,Female,2023-01-01,55_64,303
IT,Puglia,Male,2023-01-01,55_64,281
IT,Sardegna,Female,2021-01-01,55_64,128
IT,Sardegna,Male,2021-01-01,55_64,121
IT,Sardegna,Female,2022-01-01,55_64,130
IT,Sardegna,Male,2022-01-01,55_64,124
IT,Sardegna,Female,2023-01-01,55_64,131
IT,Sardegna,Male,2023-01-01,55_64,126
IT,Sicilia,Female,2021-01-01,55_64,355
IT,Sicilia,Male,2021-01-01,55_64,326
IT,Sicilia,Female,2022-01-01,55_64,362
IT,Sicilia,Male,2022-01-01,55_64,335
IT,Sicilia,Female,2023-01-01,55_64,367
IT,Sicilia,Male,2023-01-01,55_64,340
IT,Toscana,Female,2021-01-01,55_64,277
IT,Toscana,Male,2021-01-01,55_64,260
IT,Toscana,Female,2022-01-01,55_64,282
IT,Toscana,Male,2022-01-01,55_64,267
IT,Toscana,Female,2023-01-01,55_64,289
IT,Toscana,Male,2023-01-01,55_64,273
IT,Trentino-Alto Adige/Südtirol,Female,2021-01-01,55_64,76
IT,Trentino-Alto Adige/Südtirol,Male,2021-01-01,55_64,75
IT,Trentino-Alto Adige/Südtirol,Female,2022-01-01,55_64,78
IT,Trentino-Alto Adige/Südtirol,Male,2022-01-01,55_64,77
IT,Trentino-Alto Adige/Südtirol,Female,2023-01-01,55_64,80
IT,Trentino-Alto Adige/Südtirol,Male,2023-01-01,55_64,79
IT,Umbria,Female,2021-01-01,55_64,65
IT,Umbria,Male,2021-01-01,55_64,60
IT,Umbria,Female,2022-01-01,55_64,66
IT,Umbria,Male,2022-01-01,55_64,61
IT,Umbria,Female,2023-01-01,55_64,67
IT,Umbria,Male,2023-01-01,55_64,62
IT,Valle d'Aosta/Vallée d'Aoste,Female,2021-01-01,55_64,9
IT,Valle d'Aosta/Vallée d'Aoste,Male,2021-01-01,55_64,9
IT,Valle d'Aosta/Vallée d'Aoste,Female,2022-01-01,55_64,9
IT,Valle d'Aosta/Vallée d'Aoste,Male,2022-01-01,55_64,9
IT,Valle d'Aosta/Vallée d'Aoste,Female,2023-01-01,55_64,9
IT,Valle d'Aosta/Vallée d'Aoste,Male,2023-01-01,55_64,9
IT,Veneto,Female,2021-01-01,55_64,365
IT,Veneto,Male,2021-01-01,55_64,357
IT,Veneto,Female,2022-01-01,55_64,374
IT,Veneto,Male,2022-01-01,55_64,367
IT,Veneto,Female,2023-01-01,55_64,383
IT,Veneto,Male,2023-01-01,55_64,376
ES,Andalucía,Male,2023-01-01,55_64,597
ES,Andalucía,Male,2022-01-01,55_64,584
ES,Andalucía,Male,2021-01-01,55_64,570
ES,Aragón,Male,2023-01-01,55_64,94
ES,Aragón,Male,2022-01-01,55_64,93
ES,Aragón,Male,2021-01-01,55_64,92
ES,Principado de Asturias,Male,2023-01-01,55_64,77
ES,Principado de Asturias,Male,2022-01-01,55_64,77
ES,Principado de Asturias,Male,2021-01-01,55_64,77
ES,Illes Balears,Male,2023-01-01,55_64,81
ES,Illes Balears,Male,2022-01-01,55_64,79
ES,Illes Balears,Male,2021-01-01,55_64,76
ES,Canarias,Male,2023-01-01,55_64,169
ES,Canarias,Male,2022-01-01,55_64,163
ES,Canarias,Male,2021-01-01,55_64,157
ES,Cantabria,Male,2023-01-01,55_64,43
ES,Cantabria,Male,2022-01-01,55_64,43
ES,Cantabria,Male,2021-01-01,55_64,42
ES,Castilla y León,Male,2023-01-01,55_64,187
ES,Castilla y León,Male,2022-01-01,55_64,186
ES,Castilla y León,Male,2021-01-01,55_64,185
ES,Castilla-La Mancha,Male,2023-01-01,55_64,150
ES,Castilla-La Mancha,Male,2022-01-01,55_64,147
ES,Castilla-La Mancha,Male,2021-01-01,55_64,143
ES,Cataluña/Catalunya,Male,2023-01-01,55_64,498
ES,Cataluña/Catalunya,Male,2022-01-01,55_64,486
ES,Cataluña/Catalunya,Male,2021-01-01,55_64,477
ES,Comunitat Valenciana,Male,2023-01-01,55_64,358
ES,Comunitat Valenciana,Male,2022-01-01,55_64,349
ES,Comunitat Valenciana,Male,2021-01-01,55_64,340
ES,Extremadura,Male,2023-01-01,55_64,82
ES,Extremadura,Male,2022-01-01,55_64,81
ES,Extremadura,Male,2021-01-01,55_64,80
ES,Galicia,Male,2023-01-01,55_64,192
ES,Galicia,Male,2022-01-01,55_64,189
ES,Galicia,Male,2021-01-01,55_64,187
ES,Comunidad de Madrid,Male,2023-01-01,55_64,432
ES,Comunidad de Madrid,Male,2022-01-01,55_64,420
ES,Comunidad de Madrid,Male,2021-01-01,55_64,409
